species
Camelina_sativa
Campanula_rapunculoides
Cannabis_sativa
Capsella_bursa-pastoris
Caragana_arborescens
Cardamine_flexuosa
Cardamine_hirsuta
Cardamine_impatiens
Cardiospermum_halicacabum
Carduus_acanthoides
Carduus_tenuiflorus
Carex_kobomugi
Carex_longii
Carex_pendula
Carpobrotus_chilensis
Carpobrotus_edulis
Carthamus_lanatus
Casuarina_equisetifolia
Casuarina_glauca
Catharanthus_roseus
Cenchrus_ciliaris
Cenchrus_clandestinus
Cenchrus_echinatus
Cenchrus_longispinus
Cenchrus_purpureus
Cenchrus_setaceus
Centaurea_calcitrapa
Centaurea_cyanus
Centaurea_diffusa
Centaurea_iberica
Centaurea_jacea
Centaurea_macrocephala
Centaurea_melitensis
Centaurea_montana
Centaurea_nigra
Centaurea_nigrescens
Centaurea_solstitialis
Centaurea_stoebe_subsp._australis
Centaurea_virgata
Centaurea_xmoncktonii
Centaurium_erythraea
Cerastium_fontanum
Cerastium_fontanum_subsp._vulgare
Cerastium_glomeratum
Cestrum_diurnum
Chaenorhinum_minus
Chamaecrista_nictitans
Chasmanthe_floribunda
Chelidonium_majus
Chenopodiastrum_murale
Chenopodiastrum_simplex
Chenopodium_album
Chorispora_tenella
Cichorium_intybus
Cicuta_maculata
Cirsium_arvense
Cirsium_ochrocentrum
Cirsium_palustre
Cirsium_undulatum
Citrus_trifoliata
Citrus_xaurantium
Clematis_terniflora
Clematis_vitalba
Clerodendrum_indicum
Clerodendrum_macrostegium
Cocos_nucifera
Colocasia_esculenta
Colubrina_asiatica
Commelina_communis
Conicosia_pugioniformis
Convallaria_majalis
Coronilla_varia
Cortaderia_jubata
Cortaderia_selloana
Cosmos_bipinnatus
Cotoneaster_coriaceus
Cotoneaster_franchetii
Cotoneaster_pannosus
Cotula_australis
Cotula_coronopifolia
Crataegus_monogyna
Crepis_capillaris
Crepis_tectorum
Crotalaria_pallida
Crotalaria_spectabilis
Cruciata_pedemontana
Cryptostegia_madagascariensis
Cucumis_melo
Cuphea_carthagenensis
Cuscuta_approximata
Cuscuta_epithymum
Cynara_cardunculus
Cynodon_dactylon
Cynosurus_echinatus
Cyperus_alternifolius_subsp._flabelliformis
Cyperus_blepharoleptos
Cyperus_brevifolioides
Cyperus_brevifolius
Cyperus_difformis
Cyperus_entrerianus
Cyperus_esculentus
Cyperus_haspan
Cyperus_iria
Cyperus_rotundus
Cytisus_scoparius
Cytisus_striatus
Dactylis_glomerata
Dactyloctenium_aegyptium
Dalbergia_sissoo
Daphne_laureola
Daphne_mezereum
Datura_stramonium
Daucus_carota
Delairea_odorata
Delphinium_ajacis
Deschampsia_elongata
Descurainia_sophia
Desmodium_incanum
Deutzia_scabra
Dianthus_armeria
Dianthus_deltoides
Digitalis_lanata
Digitalis_purpurea
Digitaria_ciliaris
Digitaria_ischaemum
Digitaria_sanguinalis
Digitaria_violascens
Dioscorea_bulbifera
Dioscorea_oppositifolia
Dioscorea_polystachya
Dipsacus_laciniatus
Distimake_tuberosus
Dittrichia_graveolens
Draba_verna
Dracaena_hyacinthoides
Drymaria_cordata
Dysphania_ambrosioides
Dysphania_pumilio
Echinochloa_colona
Echinochloa_crus-galli
Echium_candicans
Echium_vulgare
Eclipta_prostrata
Ehrharta_calycina
Ehrharta_erecta
Elaeagnus_pungens
Elaeagnus_umbellata
Eleusine_indica
Elodea_densa
Elsholtzia_ciliata
Elymus_repens
Elymus_sibiricus
Emilia_fosbergii
Epilobium_hirsutum
Epipactis_helleborine
Epipremnum_pinnatum
Eragrostis_cilianensis
Eragrostis_cumingii
Eragrostis_curvula
Eragrostis_lehmanniana
Erechtites_hieraciifolius
Eremochloa_ophiuroides
Erica_lusitanica
Erigeron_bonariensis
Erigeron_canadensis
Erodium_botrys
Erodium_cicutarium
Erodium_moschatum
Erucastrum_gallicum
Erysimum_cheiranthoides
Erysimum_repandum
Erythrostemon_gilliesii
Eschscholzia_californica
Eucalyptus_camaldulensis
Eucalyptus_globulus
Eulophia_maculata
Euonymus_alatus
Euonymus_europaeus
Euonymus_fortunei
Euphorbia_cyparissias
Euphorbia_dentata
Euphorbia_hirta
Euphorbia_lathyris
Euphorbia_maculata
Euphorbia_myrsinites
Euphorbia_oblongata
Euphorbia_peplus
Euphorbia_terracina
Euphorbia_virgata
Fagopyrum_esculentum
Fallopia_convolvulus
Fatoua_villosa
Festuca_bromoides
Festuca_filiformis
Festuca_myuros
Festuca_rubra
Festuca_trachyphylla
Ficus_altissima
Ficus_carica
Ficus_microcarpa
Filipendula_ulmaria
Firmiana_simplex
Foeniculum_vulgare
Fragaria_chiloensis
Fragaria_vesca_subsp._vesca
Froelichia_gracilis
Fumaria_capreolata
Galanthus_nivalis
Galega_officinalis
Galeopsis_bifida
Galeopsis_tetrahit
Galinsoga_parviflora
Galinsoga_quadriradiata
Galium_aparine
Galium_mollugo
Galium_verum
Gamochaeta_purpurea
Gastridium_phleoides
Gazania_linearis
Genista_linifolia
Geranium_columbinum
Geranium_dissectum
Geranium_lucidum
Geranium_molle
Geum_urbanum
Gilia_capitata
Glebionis_coronaria
Glechoma_hederacea
Glyceria_grandis
Glyceria_maxima
Gnaphalium_uliginosum
Grindelia_squarrosa
Gypsophila_paniculata
Gypsophila_vaccaria
Hedera_canariensis
Hedera_helix
Hedychium_coronarium
Hedypnois_rhagadioloides
Helianthus_ciliaris
Helianthus_petiolaris
Helichrysum_petiolare
Heliotropium_indicum
Helminthotheca_echioides
Hemarthria_altissima
Hemerocallis_fulva
Hemerocallis_lilioasphodelus
Heracleum_mantegazzianum
Heterotheca_grandiflora
Hibiscus_syriacus
Hibiscus_tiliaceus
Hibiscus_trionum
Hieracium_lachenalii
Hieracium_murorum
Hirschfeldia_incana
Holcus_lanatus
Hordeum_jubatum
Hordeum_marinum
Hordeum_murinum
Hordeum_murinum_subsp._glaucum
Hordeum_murinum_subsp._leporinum
Hordeum_vulgare
Humulus_scandens
Hydrilla_verticillata
Hydrocharis_morsus-ranae
Hydrocharis_spongia
Hylotelephium_telephium
Hymenachne_amplexicaulis
Hyoscyamus_niger
Hypericum_canariense
Hypochaeris_glabra
Hypochaeris_radicata
Ilex_cornuta
Ilex_crenata
Impatiens_glandulifera
Imperata_cylindrica
Indigofera_hirsuta
Indigofera_suffruticosa
Inula_helenium
Ipomoea_coccinea
Ipomoea_cordatotriloba_var._cordatotriloba
Ipomoea_hederacea
Ipomoea_lacunosa
Ipomoea_purpurea
Ipomoea_quamoclit
Iris_pseudacorus
Jacobaea_vulgaris
Jacquemontia_tamnifolia
Jasminum_dichotomum
Jasminum_fluminense
Juncus_ensifolius
Juniperus_virginiana
Kalanchoe_pinnata
Kalopanax_septemlobus
Knautia_arvensis
Koelreuteria_elegans_subsp._formosana
Koelreuteria_paniculata
Kummerowia_stipulacea
Kummerowia_striata
Lachnagrostis_filiformis
Lactuca_muralis
Lactuca_saligna
Lactuca_serriola
Lagerstroemia_indica
Lamarckia_aurea
Lamium_amplexicaule
Lamium_galeobdolon
Lamium_maculatum
Lamium_purpureum
Lantana_camara
Lantana_montevidensis
Lappula_squarrosa
Lapsana_communis
Lathyrus_latifolius
Lathyrus_sylvestris
Lemna_minor
Leonotis_nepetifolia
Leontodon_saxatilis_subsp._saxatilis
Leonurus_cardiaca
Lepidium_appelianum
Lepidium_campestre
Lepidium_chalepense
Lepidium_didymum
Lepidium_draba
Lepidium_perfoliatum
Lepidium_virginicum
Leptospermum_laevigatum
Lespedeza_cuneata
Leucaena_leucocephala
Ligustrum_obtusifolium
Ligustrum_ovalifolium
Ligustrum_quihoui
Ligustrum_sinense
Ligustrum_vulgare
Limonium_ramosissimum
Limonium_ramosissimum_subsp._provinciale
Linum_bienne
Linum_usitatissimum
Lobularia_maritima
Lolium_multiflorum
Lolium_perenne
Lolium_pratense
Lonicera_fragrantissima
Lonicera_japonica
Lonicera_maackii
Lonicera_standishii
Lonicera_xbella
Lonicera_xylosteum
Lotus_corniculatus
Lotus_pedunculatus_subsp._pedunculatus
Ludwigia_grandiflora
Ludwigia_hexapetala
Ludwigia_peploides
Ludwigia_peruviana
Lunaria_annua
Lupinus_polyphyllus
Lycopus_europaeus
Lygodium_japonicum
Lysimachia_arvensis
Lysimachia_vulgaris
Lythrum_hyssopifolia
Lythrum_salicaria
Maackia_amurensis_var._amurensis
Maclura_pomifera
Macrothelypteris_torresiana
Madia_glomerata
Madia_sativa
Malephora_crocea
Malus_baccata
Malus_domestica
Malus_toringo
Malva_moschata
Malva_neglecta
Malva_parviflora
Malvastrum_coromandelianum
Manilkara_zapota
Marrubium_vulgare
Marsilea_quadrifolia
Maytenus_boaria
Mazus_pumilus
Medicago_arabica
Medicago_falcata
Medicago_lupulina
Medicago_minima
Medicago_polymorpha
Medicago_sativa_subsp._sativa
Megathyrsus_maximus
Melaleuca_quinquenervia
Melia_azedarach
Melilotus_indicus
Melilotus_officinalis
Melinis_minutiflora
Melinis_repens
Melissa_officinalis
Mentha_aquatica
Mentha_arvensis
Mentha_diemenica
Mentha_pulegium
Mentha_spicata
Mentha_xpiperita
Mesembryanthemum_crystallinum
Mesembryanthemum_nodiflorum
Miconia_calvescens
Microstegium_vimineum
Mikania_micrantha
Mimosa_pigra
Mirabilis_jalapa
Mirabilis_nyctaginea
Miscanthus_sacchariflorus
Mollugo_verticillata
Momordica_charantia
Morus_alba
Mosla_dianthera
Muhlenbergia_schreberi
Murdannia_keisak
Muscari_botryoides
Muscari_neglectum
Myoporum_laetum
Myosotis_latifolia
Myosotis_scorpioides
Myosotis_sylvatica
Myriophyllum_aquaticum
Myriophyllum_heterophyllum
Najas_minor
Narcissus_pseudonarcissus
Nardus_stricta
Nasturtium_microphyllum
Nasturtium_officinale
Nepeta_cataria
Nephrolepis_brownii
Nerium_oleander
Neyraudia_reynaudiana
Nicandra_physalodes
Nicotiana_glauca
Noccaea_perfoliata
Nymphaea_odorata
Nymphoides_peltata
Odontarrhena_muralis
Odontites_vernus
Oenothera_glazioviana
Oenothera_laciniata
Oenothera_suffrutescens
Oncosiphon_piluliferum
Oplismenus_undulatifolius
Origanum_vulgare
Ornithogalum_umbellatum
Orobanche_minor
Oxalis_debilis
Oxalis_pes-caprae
Oxalis_stricta
Pachysandra_terminalis
Packera_glabella
Paederia_cruddasiana
Paederia_foetida
Panicum_antidotale
Panicum_miliaceum
Panicum_repens
Papaver_rhoeas
Paraserianthes_lophantha
Parentucellia_viscosa
Parthenium_hysterophorus
Parthenocissus_tricuspidata
Paspalum_conjugatum
Paspalum_dilatatum
Paspalum_notatum
Paspalum_urvillei
Passiflora_edulis
Pastinaca_sativa
Paulownia_tomentosa
Peganum_harmala
Perilla_frutescens
Persicaria_hydropiper
Persicaria_lapathifolia
Persicaria_longiseta
Persicaria_maculosa
Persicaria_orientalis
Persicaria_punctata
Persicaria_wallichii
Petrorhagia_dubia
Phalaris_aquatica
Phalaris_canariensis
Phalaris_minor
Phellodendron_amurense
Phoenix_canariensis
Phoenix_reclinata
Photinia_serratifolia
Phragmites_australis_subsp._australis
Phyllanthus_tenellus
Phyllanthus_urinaria
Phyllostachys_aurea
Phyllostachys_aureosulcata
Physalis_virginiana
Phytolacca_acinosa
Phytolacca_americana
Picea_abies
Picris_hieracioides
Pilosella_floribunda
Pilosella_glomerata
Pilosella_officinarum
Pilosella_piloselloides
Pimpinella_saxifraga
Pinus_elliottii_var._elliottii
Pinus_sylvestris
Pinus_thunbergii
Piptatherum_miliaceum
Pistacia_chinensis
Pistia_stratiotes
Pittosporum_undulatum
Plantago_aristata
Plantago_lanceolata
Plantago_major
Poa_annua
Poa_compressa
Poa_humilis
Poa_pratensis
Poa_pratensis_subsp._pratensis
Poa_trivialis
Polycarpon_tetraphyllum
Polygonum_argyrocoleon
Polygonum_aviculare
Polygonum_perfoliatum
Polypogon_monspeliensis
Polypogon_viridis
Pontederia_crassipes
Populus_alba
Populus_nigra
Populus_xcanescens
Potamogeton_crispus
Potentilla_argentea
Potentilla_indica
Pourthiaea_villosa
Prunella_vulgaris
Prunus_avium
Prunus_cerasifera
Prunus_cerasus
Prunus_mahaleb
Prunus_padus
Prunus_persica
Pseudognaphalium_luteoalbum
Psidium_cattleyanum
Pteris_vittata
Puccinellia_distans
Pueraria_montana
Pueraria_montana_var._lobata
Pyracantha_angustifolia
Pyracantha_coccinea
Pyrus_calleryana
Pyrus_communis
Quercus_acutissima
Ranunculus_bulbosus
Ranunculus_ficaria
Ranunculus_muricatus
Ranunculus_testiculatus
Raphanus_raphanistrum
Raphanus_sativus
Rapistrum_rugosum
Reynoutria_japonica
Reynoutria_sachalinensis
Rhamnus_cathartica
Rhaponticum_repens
Rhodomyrtus_tomentosa
Rhodotypos_scandens
Rhynchospora_caduca
Ribes_rubrum
Ricinus_communis
Robinia_hispida
Romulea_rosea
Romulea_rosea_var._australis
Rorippa_austriaca
Rorippa_sylvestris
Rosa_bracteata
Rosa_canina
Rosa_laevigata
Rosa_luciae
Rosa_micrantha
Rosa_multiflora
Rosa_rubiginosa
Rosa_rugosa
Rottboellia_cochinchinensis
Rubus_argutus
Rubus_bifrons
Rubus_idaeus
Rubus_phoenicolasius
Ruellia_blechum
Ruellia_simplex
Rumex_acetosa
Rumex_acetosella
Rumex_crispus
Rumex_crispus_subsp._crispus
Rumex_longifolius
Rumex_obtusifolius
Rumex_spinosus
Rumex_stenophyllus
Rytidosperma_penicillatum
Saccharum_ravennae
Sacciolepis_indica
Sagina_procumbens
Sagittaria_graminea
Salix_alba
Salix_atrocinerea
Salix_babylonica
Salix_cinerea
Salix_pentandra
Salix_purpurea
Salsola_collina
Salsola_kali
Salsola_kali_subsp._tragus
Salsola_paulsenii
Salsola_soda
Salvia_aethiopis
Salvinia_minima
Salvinia_molesta
Sanguisorba_minor_subsp._balearica
Scabiosa_atropurpurea
Scaevola_taccada
Schinus_molle
Schinus_terebinthifolia
Schismus_arabicus
Schismus_barbatus
Scilla_siberica
Scleria_lacustris
Scolochloa_festucacea
Secale_cereale
Sedum_acre
Senecio_sylvaticus
Senecio_viscosus
Senna_obtusifolia
Senna_occidentalis
Sesbania_herbacea
Sesbania_punicea
Setaria_faberi
Setaria_italica
Setaria_parviflora
Setaria_pumila
Setaria_verticillata
Setaria_viridis
Sherardia_arvensis
Sicyos_angulatus
Silene_armeria
Silene_flos-cuculi
Silene_gallica
Silene_latifolia
Silene_latifolia_subsp._alba
Silene_noctiflora
Silene_vulgaris
Silphium_perfoliatum
Silybum_marianum
Sinapis_alba
Sinapis_arvensis
Sisymbrium_altissimum
Sisymbrium_irio
Sisymbrium_officinale
Sisymbrium_orientale
Solanum_americanum
Solanum_aviculare
Solanum_diphyllum
Solanum_dulcamara
Solanum_elaeagnifolium
Solanum_nigrum
Solanum_physalifolium
Solanum_pseudocapsicum
Solanum_rostratum
Solanum_triflorum
Soliva_sessilis
Sonchus_arvensis_subsp._arvensis
Sonchus_arvensis_subsp._uliginosus
Sonchus_asper
Sonchus_oleraceus
Sorbaria_sorbifolia
Sorbus_aucuparia
Sorghum_bicolor
Sorghum_halepense
Spartium_junceum
Spergula_arvensis
Spergularia_rubra
Sphaerophysa_salsula
Sphagneticola_trilobata
Spiraea_japonica
Spiraea_prunifolia
Spiraea_thunbergii
Spirodela_punctata
Sporobolus_alterniflorus
Sporobolus_anglicus
Sporobolus_indicus
Sporobolus_montevidensis
Sporobolus_pumilus
Stachys_floridana
Stellaria_aquatica
Stellaria_graminea
Stellaria_pallida
Stenotaphrum_secundatum
Streptopus_amplexifolius
Striga_asiatica
Strigosella_africana
Syagrus_romanzoffiana
Symphytum_officinale
Syngonium_podophyllum
Syringa_reticulata
Syringa_vulgaris
Syzygium_cumini
Syzygium_jambos
Tagetes_minuta
Tamarix_africana
Tamarix_aphylla
Tamarix_chinensis
Tamarix_gallica
Tamarix_parviflora
Tamarix_ramosissima
Tanacetum_parthenium
Taraxacum_erythrospermum
Terminalia_catappa
Terminalia_muelleri
Tetragonia_tetragonioides
Thelypteris_dentata
Thespesia_populnea
Thinopyrum_intermedium
Thinopyrum_obtusiflorum
Thlaspi_arvense
Thunbergia_alata
Torilis_arvensis
Torilis_arvensis_subsp._arvensis
Torilis_japonica
Tradescantia_fluminensis
Tradescantia_spathacea
Tragopogon_dubius
Tragopogon_porrifolius
Tragopogon_pratensis
Trapa_natans
Triadica_sebifera
Tribulus_cistoides
Tribulus_terrestris
Trifolium_arvense
Trifolium_aureum
Trifolium_campestre
Trifolium_dubium
Trifolium_hirtum
Trifolium_hybridum
Trifolium_incarnatum
Trifolium_pratense
Trifolium_repens
Tripleurospermum_inodorum
Triticum_aestivum
Tropaeolum_majus
Tussilago_farfara
Typha_angustifolia
Typha_latifolia
Ulex_europaeus
Ulmus_parvifolia
Urena_lobata
Urochloa_mutica
Urochloa_ramosa
Urtica_dioica
Urtica_urens
Valeriana_locusta
Valeriana_officinalis
Valeriana_rubra
Ventenata_dubia
Verbascum_virgatum
Verbena_aristigera
Verbena_bonariensis
Verbena_incompta
Verbena_montevidensis
Verbena_rigida
Verbesina_encelioides
Vernicia_fordii
Veronica_anagallis-aquatica
Veronica_arvensis
Veronica_beccabunga
Veronica_biloba
Veronica_chamaedrys
Veronica_hederifolia
Veronica_longifolia
Veronica_officinalis
Veronica_persica
Veronica_serpyllifolia
Viburnum_dilatatum
Viburnum_lantana
Viburnum_opulus
Viburnum_plicatum
Viburnum_setigerum
Viburnum_sieboldii
Vicia_cracca
Vicia_sativa
Vicia_sativa_subsp._nigra
Vicia_tenuifolia
Vicia_tetrasperma
Vicia_villosa
Vinca_major
Vinca_minor
Viola_odorata
Viola_tricolor
Vitex_agnus-castus
Vitex_rotundifolia
Vitex_trifolia
Vitis_vinifera
Washingtonia_robusta
Watsonia_meriana
Wisteria_floribunda
Wisteria_sinensis
Xanthium_spinosum
Xanthium_strumarium
Xanthosoma_sagittifolium
Youngia_japonica
Zantedeschia_aethiopica
Zostera_japonica
Zygophyllum_fabago
